"id","period","player_appearance_id","body_part","technique","play_pattern","own_goal_player_appearance_id","block_player_appearance_id","minute","possession","stage","under_pressure"
1728,"half_2",42300,"right_foot","normal","counter_attack","NULL","NULL",46,2416,"middle",TRUE
1729,"half_2",42311,"left_foot","volley","regular_play","NULL","42288",49,2417,"top",TRUE
1730,"half_2",42312,"right_foot","normal","indirect_free_kick","NULL","NULL",51,2417,"top",FALSE
1731,"extra_time_1",42299,"right_foot","normal","regular_play","NULL","NULL",13,2416,"top",FALSE
902,"half_1",40826,"right_foot","normal","regular_play","NULL","40812",18,2347,"top",FALSE
903,"half_1",40826,"right_foot","normal","direct_free_kick","NULL","40809",19,2347,"top",FALSE
904,"half_2",40826,"right_foot","normal","regular_play","NULL","NULL",37,2347,"top",FALSE
905,"half_1",40836,"left_foot","normal","regular_play","NULL","40812",19,2347,"top",TRUE
906,"half_2",40836,"left_foot","normal","regular_play","NULL","NULL",4,2347,"top",TRUE
907,"half_1",40830,"right_foot","normal","regular_play","NULL","40807",23,2347,"top",TRUE
908,"half_1",40830,"left_foot","normal","regular_play","NULL","NULL",28,2347,"top",TRUE
909,"half_1",40830,"right_foot","normal","regular_play","NULL","NULL",28,2347,"top",TRUE
910,"half_1",40830,"head","normal","corner_kick","NULL","NULL",44,2347,"top",TRUE
911,"half_1",40827,"left_foot","normal","regular_play","NULL","40807",23,2347,"top",FALSE
912,"half_1",40827,"left_foot","normal","regular_play","NULL","NULL",33,2347,"top",FALSE
913,"half_1",40818,"right_foot","normal","regular_play","NULL","40832",24,2346,"top",TRUE
914,"half_1",40812,"right_foot","normal","regular_play","NULL","NULL",45,2346,"top",FALSE
915,"half_2",40810,"right_foot","normal","regular_play","NULL","40834",12,2346,"top",TRUE
916,"half_2",40820,"right_foot","normal","indirect_free_kick","NULL","NULL",24,2346,"top",TRUE
917,"half_2",40816,"head","normal","indirect_free_kick","NULL","NULL",29,2346,"top",TRUE
918,"half_2",40829,"left_foot","normal","regular_play","NULL","NULL",31,2347,"top",FALSE
919,"half_2",40821,"right_foot","normal","regular_play","NULL","40833",48,2346,"top",TRUE
920,"half_2",40807,"head","normal","corner_kick","NULL","NULL",51,2346,"top",TRUE
1063,"half_1",41179,"right_foot","normal","regular_play","NULL","41174",33,2363,"top",FALSE
1064,"half_1",41171,"right_foot","normal","regular_play","NULL","NULL",33,2363,"top",FALSE
1065,"half_2",41171,"right_foot","volley","regular_play","NULL","NULL",13,2363,"middle",TRUE
1066,"half_1",41173,"left_foot","normal","regular_play","NULL","NULL",34,2363,"top",TRUE
1067,"half_2",41173,"right_foot","normal","regular_play","NULL","41162",1,2363,"top",TRUE
1068,"half_1",41174,"right_foot","normal","regular_play","NULL","41150",37,2363,"top",TRUE
1069,"half_2",41174,"head","normal","indirect_free_kick","NULL","NULL",9,2363,"top",TRUE
1070,"half_2",41154,"head","normal","corner_kick","NULL","41171",5,2362,"top",TRUE
1071,"half_2",41161,"left_foot","volley","regular_play","NULL","NULL",6,2362,"top",TRUE
1072,"half_2",41159,"left_foot","normal","throw_in","NULL","NULL",17,2362,"top",TRUE
1073,"half_2",41162,"right_foot","volley","indirect_free_kick","NULL","NULL",21,2362,"top",TRUE
1074,"half_2",41155,"head","normal","regular_play","NULL","NULL",37,2362,"top",TRUE
1075,"half_2",41180,"head","normal","regular_play","NULL","NULL",43,2363,"top",TRUE
1076,"half_2",41175,"left_foot","normal","regular_play","NULL","41163",46,2363,"top",TRUE
1143,"half_1",41353,"left_foot","volley","regular_play","NULL","NULL",2,2371,"top",TRUE
1144,"half_1",41353,"right_foot","normal","corner_kick","NULL","NULL",14,2371,"top",FALSE
1145,"half_1",41353,"right_foot","volley","indirect_free_kick","NULL","41338",27,2371,"top",FALSE
1146,"half_1",41353,"left_foot","normal","regular_play","NULL","41327",33,2371,"top",TRUE
1147,"half_2",41353,"left_foot","normal","regular_play","NULL","41335",2,2371,"top",FALSE
1148,"half_2",41353,"right_foot","volley","corner_kick","NULL","NULL",3,2371,"top",TRUE
1149,"half_2",41353,"right_foot","normal","regular_play","NULL","NULL",9,2371,"top",TRUE
1150,"half_1",41343,"right_foot","volley","indirect_free_kick","NULL","NULL",11,2371,"top",TRUE
1151,"half_1",41345,"right_foot","normal","regular_play","NULL","NULL",21,2371,"top",TRUE
1152,"half_2",41345,"head","normal","regular_play","NULL","NULL",26,2371,"top",TRUE
1153,"half_1",41346,"left_foot","normal","counter_attack","NULL","41353",35,2371,"top",TRUE
1154,"half_2",41346,"left_foot","normal","direct_free_kick","NULL","NULL",7,2371,"top",FALSE
1155,"half_2",41346,"left_foot","overhead_kick","counter_attack","NULL","NULL",9,2371,"top",TRUE
1156,"half_2",41346,"left_foot","normal","indirect_free_kick","NULL","NULL",12,2371,"top",TRUE
1157,"half_2",41346,"left_foot","normal","regular_play","NULL","NULL",16,2371,"top",FALSE
1158,"half_1",41348,"right_foot","volley","corner_kick","NULL","NULL",44,2371,"top",TRUE
1159,"half_2",41326,"left_foot","normal","corner_kick","NULL","NULL",22,2370,"top",TRUE
1160,"half_2",41337,"right_foot","normal","regular_play","NULL","41342",24,2370,"top",TRUE
1161,"half_2",41355,"right_foot","normal","indirect_free_kick","NULL","NULL",25,2371,"top",TRUE
1162,"half_2",41354,"right_foot","normal","regular_play","NULL","NULL",35,2371,"top",TRUE
1163,"half_2",41352,"right_foot","normal","corner_kick","NULL","41327",35,2371,"top",FALSE
1164,"half_2",41356,"right_foot","normal","direct_free_kick","NULL","NULL",38,2371,"top",FALSE
1165,"half_2",41330,"left_foot","normal","regular_play","NULL","NULL",47,2370,"top",TRUE
1198,"half_1",41421,"right_foot","normal","regular_play","NULL","NULL",10,2374,"top",TRUE
1199,"half_2",41421,"left_foot","normal","counter_attack","NULL","NULL",10,2374,"top",TRUE
1200,"half_2",41421,"left_foot","normal","counter_attack","NULL","NULL",23,2374,"top",TRUE
1201,"half_2",41421,"right_foot","normal","counter_attack","NULL","NULL",38,2374,"top",TRUE
1202,"half_2",41421,"left_foot","normal","regular_play","NULL","NULL",44,2374,"top",TRUE
1203,"half_1",41427,"left_foot","volley","regular_play","NULL","NULL",13,2374,"top",TRUE
1204,"half_1",41427,"right_foot","normal","regular_play","NULL","41432",20,2374,"top",TRUE
1205,"half_1",41436,"right_foot","volley","throw_in","NULL","NULL",17,2375,"top",TRUE
1206,"half_2",41436,"right_foot","normal","corner_kick","NULL","41437",7,2375,"top",TRUE
1207,"half_2",41436,"left_foot","normal","regular_play","NULL","NULL",28,2375,"top",TRUE
1208,"half_1",41416,"head","normal","corner_kick","NULL","41432",28,2374,"top",TRUE
1209,"half_1",41443,"left_foot","normal","throw_in","NULL","41428",31,2375,"top",TRUE
1210,"half_1",41443,"right_foot","normal","regular_play","NULL","41416",32,2375,"top",TRUE
1211,"half_2",41443,"right_foot","normal","regular_play","NULL","NULL",7,2375,"top",TRUE
1212,"half_2",41443,"right_foot","normal","indirect_free_kick","NULL","NULL",37,2375,"top",TRUE
1213,"half_1",41440,"left_foot","normal","throw_in","NULL","41424",31,2375,"top",TRUE
1214,"half_1",41438,"left_foot","normal","throw_in","NULL","NULL",31,2375,"top",FALSE
1215,"half_2",41438,"right_foot","normal","regular_play","NULL","NULL",23,2375,"top",FALSE
1216,"half_1",41445,"left_foot","normal","regular_play","NULL","41423",38,2375,"top",TRUE
1097,"half_1",41240,"left_foot","normal","regular_play","NULL","41259",11,2366,"top",TRUE
1098,"half_1",41264,"right_foot","normal","regular_play","NULL","NULL",22,2367,"top",TRUE
1099,"half_1",41264,"right_foot","normal","regular_play","NULL","41241",44,2367,"top",TRUE
1100,"half_1",41248,"right_foot","normal","regular_play","NULL","NULL",26,2366,"top",FALSE
1101,"half_1",41247,"right_foot","normal","regular_play","NULL","NULL",30,2366,"top",TRUE
1102,"half_1",41247,"right_foot","normal","regular_play","NULL","41261",41,2366,"top",TRUE
1103,"half_1",41263,"right_foot","normal","regular_play","NULL","NULL",35,2367,"top",TRUE
1104,"half_2",41263,"right_foot","normal","regular_play","NULL","NULL",14,2367,"top",TRUE
1105,"half_2",41263,"right_foot","normal","regular_play","NULL","NULL",45,2367,"top",TRUE
1106,"half_2",41261,"right_foot","normal","regular_play","NULL","NULL",1,2367,"top",TRUE
1107,"half_2",41241,"right_foot","normal","regular_play","NULL","NULL",6,2366,"top",FALSE
1108,"half_2",41245,"right_foot","normal","counter_attack","NULL","NULL",8,2366,"top",TRUE
1109,"half_2",41238,"right_foot","normal","regular_play","NULL","41253",24,2366,"top",TRUE
1110,"half_2",41246,"left_foot","normal","regular_play","NULL","NULL",33,2366,"top",FALSE
1111,"half_2",41260,"right_foot","normal","throw_in","NULL","NULL",37,2367,"top",TRUE
853,"half_1",40724,"left_foot","normal","counter_attack","NULL","NULL",13,2342,"top",FALSE
854,"half_1",40744,"right_foot","normal","regular_play","NULL","40715",16,2343,"top",TRUE
855,"half_1",40744,"left_foot","normal","regular_play","NULL","NULL",31,2343,"top",FALSE
856,"half_1",40738,"left_foot","normal","regular_play","NULL","40725",22,2343,"top",TRUE
857,"half_1",40738,"right_foot","normal","regular_play","NULL","40715",39,2343,"top",TRUE
858,"half_2",40738,"right_foot","normal","regular_play","NULL","NULL",15,2343,"top",TRUE
859,"half_2",40738,"right_foot","normal","regular_play","NULL","40715",20,2343,"top",TRUE
860,"half_1",40731,"right_foot","normal","regular_play","NULL","NULL",24,2343,"top",TRUE
861,"half_1",40739,"left_foot","normal","regular_play","NULL","40715",27,2343,"top",FALSE
862,"half_2",40739,"left_foot","normal","direct_free_kick","NULL","40719",29,2343,"top",FALSE
863,"half_1",40736,"left_foot","normal","regular_play","NULL","NULL",30,2343,"top",TRUE
864,"half_1",40741,"right_foot","normal","regular_play","NULL","NULL",35,2343,"top",TRUE
865,"half_2",40741,"left_foot","normal","direct_free_kick","NULL","40717",9,2343,"top",FALSE
866,"half_2",40741,"right_foot","normal","regular_play","NULL","NULL",17,2343,"top",TRUE
867,"half_1",40734,"right_foot","normal","regular_play","NULL","NULL",40,2343,"top",TRUE
868,"half_1",40720,"right_foot","normal","regular_play","NULL","NULL",43,2342,"top",TRUE
869,"half_2",40720,"right_foot","normal","regular_play","NULL","NULL",33,2342,"top",TRUE
870,"half_1",40715,"right_foot","normal","regular_play","NULL","NULL",45,2342,"top",TRUE
871,"half_2",40719,"right_foot","normal","regular_play","NULL","NULL",35,2342,"top",FALSE
872,"half_2",40740,"right_foot","normal","regular_play","NULL","40722",38,2343,"top",FALSE
873,"half_2",40745,"right_foot","normal","counter_attack","NULL","NULL",41,2343,"top",TRUE
874,"half_2",40745,"head","normal","corner_kick","NULL","NULL",42,2343,"top",TRUE
875,"half_2",40737,"right_foot","normal","regular_play","NULL","NULL",46,2343,"top",TRUE
877,"half_2",40743,"right_foot","normal","regular_play","NULL","NULL",47,2343,"top",TRUE
954,"half_1",40860,"right_foot","normal","regular_play","NULL","NULL",5,2348,"top",FALSE
955,"half_1",40860,"right_foot","normal","regular_play","NULL","NULL",12,2348,"top",TRUE
956,"half_2",40860,"right_foot","normal","regular_play","NULL","NULL",1,2348,"top",FALSE
957,"half_2",40860,"right_foot","normal","direct_free_kick","NULL","NULL",13,2348,"top",FALSE
958,"half_1",40869,"right_foot","normal","regular_play","NULL","NULL",6,2349,"top",TRUE
959,"half_1",40869,"right_foot","normal","corner_kick","NULL","40854",33,2349,"top",FALSE
960,"half_2",40869,"right_foot","normal","regular_play","NULL","40855",25,2349,"top",FALSE
961,"half_1",40858,"left_foot","normal","regular_play","NULL","40879",10,2348,"top",TRUE
962,"half_1",40858,"left_foot","normal","regular_play","NULL","NULL",28,2348,"top",FALSE
963,"half_1",40858,"left_foot","other","regular_play","NULL","NULL",46,2348,"top",TRUE
964,"half_2",40858,"left_foot","normal","regular_play","NULL","NULL",4,2348,"top",TRUE
965,"half_2",40858,"left_foot","normal","regular_play","NULL","40879",9,2348,"top",TRUE
966,"half_2",40858,"left_foot","normal","regular_play","NULL","40869",20,2348,"top",TRUE
967,"half_1",40867,"right_foot","normal","regular_play","NULL","NULL",17,2348,"top",TRUE
968,"half_1",40875,"left_foot","normal","regular_play","NULL","NULL",22,2349,"top",TRUE
969,"half_1",40875,"head","other","regular_play","NULL","NULL",35,2349,"top",TRUE
970,"half_1",40875,"left_foot","normal","regular_play","NULL","40859",44,2349,"top",TRUE
971,"half_2",40875,"right_foot","normal","regular_play","NULL","NULL",2,2349,"top",TRUE
972,"half_1",40863,"left_foot","normal","regular_play","NULL","NULL",24,2348,"top",TRUE
973,"half_2",40863,"right_foot","normal","regular_play","NULL","NULL",17,2348,"top",TRUE
974,"half_1",40859,"right_foot","normal","regular_play","NULL","NULL",30,2348,"top",TRUE
975,"half_2",40859,"left_foot","normal","regular_play","NULL","NULL",5,2348,"top",TRUE
976,"half_2",40859,"left_foot","normal","regular_play","NULL","NULL",7,2348,"top",FALSE
977,"half_2",40859,"left_foot","volley","regular_play","NULL","40870",44,2348,"top",TRUE
978,"half_2",40883,"right_foot","normal","regular_play","NULL","40853",17,2349,"top",TRUE
979,"half_2",40864,"right_foot","normal","regular_play","NULL","NULL",25,2348,"top",TRUE
980,"half_2",40852,"right_foot","normal","regular_play","NULL","40870",26,2348,"top",FALSE
981,"half_2",40852,"right_foot","normal","regular_play","NULL","NULL",41,2348,"top",TRUE
982,"half_2",40876,"right_foot","normal","regular_play","NULL","NULL",33,2349,"top",TRUE
983,"half_2",40857,"left_foot","normal","regular_play","NULL","40879",33,2348,"top",TRUE
984,"half_2",40856,"right_foot","normal","regular_play","NULL","NULL",36,2348,"top",TRUE
985,"half_2",40856,"left_foot","normal","corner_kick","NULL","NULL",38,2348,"top",TRUE
986,"half_2",40856,"left_foot","normal","regular_play","NULL","NULL",47,2348,"top",TRUE
987,"half_2",40874,"right_foot","normal","regular_play","NULL","40854",37,2349,"top",TRUE
988,"half_2",40861,"left_foot","volley","regular_play","NULL","NULL",41,2348,"top",FALSE
876,"half_2",40737,"right_foot","normal","penalty","NULL","NULL",50,2343,"top",FALSE
1217,"half_1",41423,"left_foot","normal","regular_play","NULL","NULL",46,2374,"top",TRUE
1218,"half_2",41437,"left_foot","normal","regular_play","NULL","NULL",7,2375,"top",TRUE
1219,"half_2",41419,"right_foot","normal","regular_play","NULL","NULL",15,2374,"top",FALSE
1220,"half_2",41419,"right_foot","normal","regular_play","NULL","41441",46,2374,"top",FALSE
1221,"half_2",41419,"right_foot","normal","regular_play","NULL","NULL",46,2374,"top",TRUE
1222,"half_2",41420,"right_foot","normal","direct_free_kick","NULL","NULL",25,2374,"top",FALSE
1223,"half_2",41420,"left_foot","normal","regular_play","NULL","NULL",45,2374,"top",TRUE
1224,"half_2",41420,"right_foot","normal","regular_play","NULL","NULL",46,2374,"top",FALSE
1225,"half_2",41422,"right_foot","normal","regular_play","NULL","NULL",27,2374,"top",FALSE
1226,"half_2",41439,"right_foot","normal","counter_attack","NULL","NULL",28,2375,"top",FALSE
1227,"half_2",41417,"right_foot","normal","regular_play","NULL","NULL",31,2374,"top",FALSE
1228,"half_2",41442,"right_foot","normal","regular_play","NULL","NULL",34,2375,"top",TRUE
1229,"half_2",41426,"right_foot","normal","regular_play","NULL","41437",46,2374,"top",TRUE
1230,"half_1",41481,"right_foot","volley","counter_attack","NULL","NULL",2,2377,"top",TRUE
1231,"half_1",41465,"left_foot","normal","regular_play","NULL","NULL",22,2376,"top",TRUE
1232,"half_1",41465,"left_foot","normal","regular_play","NULL","41476",28,2376,"top",TRUE
1233,"half_1",41465,"right_foot","normal","regular_play","NULL","NULL",30,2376,"top",TRUE
1234,"half_1",41465,"left_foot","volley","regular_play","NULL","41476",43,2376,"top",TRUE
1235,"half_2",41465,"left_foot","normal","regular_play","NULL","41489",19,2376,"top",TRUE
1236,"half_1",41480,"left_foot","normal","regular_play","NULL","NULL",23,2377,"top",TRUE
1237,"half_2",41480,"left_foot","normal","regular_play","NULL","41467",25,2377,"top",TRUE
1238,"half_1",41472,"right_foot","volley","regular_play","NULL","NULL",25,2376,"top",TRUE
1239,"half_2",41472,"right_foot","normal","regular_play","NULL","NULL",11,2376,"top",TRUE
1240,"half_2",41472,"right_foot","normal","regular_play","NULL","NULL",18,2376,"top",FALSE
1241,"half_1",41474,"right_foot","normal","counter_attack","NULL","NULL",34,2376,"top",FALSE
1242,"half_2",41474,"left_foot","normal","regular_play","NULL","NULL",6,2376,"top",TRUE
1243,"half_2",41477,"left_foot","volley","indirect_free_kick","NULL","NULL",7,2377,"top",TRUE
1244,"half_2",41488,"right_foot","normal","regular_play","NULL","NULL",17,2377,"top",TRUE
1245,"half_2",41488,"right_foot","normal","counter_attack","NULL","NULL",47,2377,"top",TRUE
1246,"half_2",41467,"right_foot","normal","regular_play","NULL","NULL",20,2376,"top",FALSE
1247,"half_2",41468,"right_foot","normal","regular_play","NULL","41480",20,2376,"top",TRUE
1248,"half_2",41461,"head","normal","corner_kick","NULL","NULL",21,2376,"bottom",TRUE
1249,"half_2",41485,"right_foot","volley","counter_attack","NULL","NULL",28,2377,"top",FALSE
1250,"half_2",41485,"right_foot","normal","regular_play","NULL","NULL",43,2377,"top",FALSE
1251,"half_2",41476,"left_foot","normal","indirect_free_kick","NULL","NULL",38,2377,"top",TRUE
1252,"half_2",41484,"left_foot","normal","regular_play","NULL","NULL",41,2377,"top",TRUE
1253,"half_2",41466,"left_foot","normal","regular_play","NULL","NULL",44,2376,"top",TRUE
1254,"half_2",41478,"head","normal","regular_play","NULL","NULL",46,2377,"top",TRUE
1255,"half_2",41478,"head","normal","regular_play","NULL","NULL",50,2377,"top",TRUE
1256,"half_1",41524,"right_foot","normal","regular_play","NULL","NULL",3,2379,"top",TRUE
1257,"half_1",41512,"left_foot","normal","regular_play","NULL","41535",12,2378,"top",TRUE
1258,"half_1",41512,"left_foot","normal","regular_play","NULL","NULL",19,2378,"top",TRUE
1259,"half_1",41510,"right_foot","normal","regular_play","NULL","NULL",21,2378,"top",TRUE
1260,"half_1",41532,"right_foot","normal","regular_play","NULL","NULL",22,2379,"top",FALSE
1261,"half_1",41533,"head","normal","regular_play","NULL","NULL",33,2379,"top",TRUE
1262,"half_1",41533,"head","normal","regular_play","NULL","NULL",41,2379,"top",TRUE
1263,"half_1",41509,"left_foot","normal","throw_in","NULL","NULL",37,2378,"top",TRUE
1264,"half_1",41509,"right_foot","normal","regular_play","NULL","41530",43,2378,"top",TRUE
1265,"half_2",41509,"right_foot","normal","regular_play","NULL","41529",15,2378,"middle",TRUE
1266,"half_1",41519,"left_foot","normal","regular_play","NULL","NULL",38,2378,"top",TRUE
1267,"half_1",41517,"left_foot","normal","regular_play","NULL","NULL",41,2378,"top",TRUE
1268,"half_2",41513,"left_foot","normal","regular_play","NULL","NULL",11,2378,"top",TRUE
1269,"half_2",41516,"right_foot","normal","regular_play","NULL","NULL",12,2378,"top",TRUE
1270,"half_2",41516,"right_foot","overhead_kick","indirect_free_kick","NULL","NULL",44,2378,"middle",TRUE
1271,"half_2",41525,"right_foot","normal","regular_play","NULL","41506",16,2379,"top",TRUE
1272,"half_2",41531,"head","normal","regular_play","NULL","NULL",17,2379,"top",TRUE
1273,"half_2",41518,"right_foot","normal","regular_play","NULL","NULL",23,2378,"top",TRUE
1274,"half_2",41518,"right_foot","normal","regular_play","NULL","NULL",31,2378,"top",TRUE
1275,"half_2",41518,"right_foot","normal","regular_play","NULL","NULL",34,2378,"top",TRUE
1276,"half_2",41507,"head","normal","corner_kick","NULL","NULL",26,2378,"middle",TRUE
1277,"half_2",41507,"head","normal","corner_kick","NULL","NULL",38,2378,"bottom",TRUE
1278,"half_2",41514,"head","normal","regular_play","NULL","NULL",30,2378,"top",TRUE
1279,"half_2",41526,"left_foot","normal","regular_play","NULL","NULL",44,2379,"top",TRUE
1280,"half_2",41511,"right_foot","normal","regular_play","NULL","NULL",47,2378,"top",TRUE
1281,"half_1",41575,"left_foot","volley","regular_play","NULL","NULL",6,2381,"top",TRUE
1282,"half_1",41575,"left_foot","normal","counter_attack","NULL","NULL",33,2381,"top",TRUE
1283,"half_2",41575,"left_foot","normal","regular_play","NULL","NULL",24,2381,"top",TRUE
1284,"half_1",41564,"left_foot","normal","regular_play","NULL","NULL",20,2380,"top",TRUE
1285,"half_1",41551,"right_foot","normal","regular_play","NULL","41569",25,2380,"top",FALSE
1286,"half_1",41580,"left_foot","normal","regular_play","NULL","41563",41,2381,"top",FALSE
1287,"half_2",41580,"head","normal","regular_play","NULL","NULL",33,2381,"top",FALSE
1288,"half_1",41552,"right_foot","normal","regular_play","NULL","NULL",46,2380,"top",TRUE
1289,"half_2",41565,"right_foot","normal","regular_play","NULL","NULL",2,2380,"top",TRUE
1290,"half_2",41565,"right_foot","normal","regular_play","NULL","NULL",46,2380,"top",FALSE
1291,"half_2",41558,"left_foot","normal","direct_free_kick","NULL","NULL",3,2380,"top",FALSE
1292,"half_2",41558,"right_foot","normal","regular_play","NULL","NULL",38,2380,"bottom",TRUE
1293,"half_2",41558,"left_foot","normal","corner_kick","NULL","NULL",45,2380,"top",FALSE
1294,"half_2",41571,"right_foot","volley","regular_play","NULL","NULL",3,2381,"top",TRUE
1295,"half_2",41571,"right_foot","normal","counter_attack","NULL","NULL",35,2381,"top",TRUE
1296,"half_2",41572,"head","normal","regular_play","NULL","NULL",14,2381,"top",TRUE
1297,"half_2",41572,"right_foot","normal","regular_play","NULL","NULL",15,2381,"top",TRUE
1298,"half_2",41572,"left_foot","normal","regular_play","NULL","NULL",40,2381,"top",TRUE
1299,"half_2",41553,"left_foot","volley","indirect_free_kick","NULL","NULL",18,2380,"top",TRUE
1300,"half_2",41573,"left_foot","normal","counter_attack","NULL","NULL",19,2381,"top",TRUE
1301,"half_2",41578,"right_foot","normal","counter_attack","NULL","NULL",20,2381,"top",FALSE
1302,"half_2",41578,"left_foot","normal","regular_play","NULL","NULL",31,2381,"top",TRUE
1303,"half_2",41569,"right_foot","normal","regular_play","NULL","NULL",27,2381,"top",TRUE
1304,"half_2",41574,"right_foot","normal","regular_play","NULL","41552",30,2381,"top",TRUE
1305,"half_2",41574,"left_foot","normal","direct_free_kick","NULL","41561",51,2381,"top",FALSE
1306,"half_2",41557,"right_foot","normal","regular_play","NULL","41576",48,2380,"top",TRUE
2427,"half_1",43977,"head","normal","regular_play","NULL","NULL",2,2490,"top",TRUE
2428,"half_1",43977,"right_foot","normal","regular_play","NULL","43990",2,2490,"top",FALSE
2429,"half_1",43979,"right_foot","normal","regular_play","NULL","43989",2,2490,"top",TRUE
2430,"half_2",43979,"left_foot","normal","regular_play","NULL","43988",10,2490,"top",TRUE
2431,"half_2",43979,"right_foot","normal","regular_play","NULL","NULL",17,2490,"top",TRUE
2432,"half_1",43993,"left_foot","normal","corner_kick","NULL","NULL",10,2491,"top",TRUE
2433,"half_1",43999,"left_foot","volley","regular_play","NULL","NULL",12,2491,"top",TRUE
2434,"half_1",43989,"right_foot","normal","regular_play","NULL","NULL",14,2491,"top",TRUE
2435,"half_1",43998,"left_foot","normal","regular_play","NULL","NULL",15,2491,"top",TRUE
2436,"half_1",43975,"head","normal","corner_kick","NULL","NULL",30,2490,"top",TRUE
2437,"half_1",43976,"right_foot","normal","penalty","NULL","NULL",39,2490,"top",FALSE
2438,"half_1",43976,"right_foot","normal","regular_play","NULL","NULL",40,2490,"top",TRUE
2439,"half_2",43976,"right_foot","normal","counter_attack","NULL","NULL",16,2490,"top",FALSE
2440,"half_2",43976,"left_foot","normal","regular_play","NULL","NULL",16,2490,"top",TRUE
2441,"half_1",43978,"right_foot","normal","regular_play","NULL","43999",45,2490,"top",FALSE
2442,"half_2",43997,"right_foot","normal","regular_play","NULL","NULL",3,2491,"top",TRUE
1909,"half_2",42684,"head","normal","regular_play","NULL","NULL",45,2434,"top",TRUE
1910,"extra_time_1",42688,"head","normal","regular_play","NULL","NULL",2,2434,"top",TRUE
1911,"extra_time_1",42710,"left_foot","volley","regular_play","NULL","NULL",4,2435,"middle",TRUE
1912,"extra_time_2",42710,"right_foot","normal","regular_play","NULL","42685",17,2435,"top",TRUE
1913,"extra_time_1",42715,"right_foot","normal","regular_play","NULL","NULL",16,2435,"top",TRUE
1914,"extra_time_2",42715,"left_foot","normal","corner_kick","NULL","NULL",13,2435,"top",TRUE
1915,"extra_time_2",42711,"left_foot","normal","regular_play","NULL","42701",16,2435,"top",TRUE
1916,"extra_time_2",42711,"right_foot","volley","regular_play","NULL","NULL",16,2435,"top",TRUE
1917,"extra_time_2",42719,"left_foot","normal","regular_play","NULL","42685",17,2435,"top",TRUE
2443,"half_2",43990,"head","other","corner_kick","NULL","NULL",6,2491,"top",TRUE
2444,"half_2",43980,"right_foot","normal","regular_play","NULL","43992",14,2490,"top",FALSE
2445,"half_2",43992,"left_foot","normal","regular_play","NULL","43973",20,2491,"top",TRUE
2446,"half_2",44001,"right_foot","normal","regular_play","NULL","NULL",25,2491,"middle",TRUE
2447,"half_2",43985,"right_foot","normal","regular_play","NULL","43990",29,2490,"top",TRUE
2448,"half_2",43996,"head","other","regular_play","NULL","NULL",33,2491,"top",TRUE
2449,"half_2",44000,"left_foot","normal","regular_play","NULL","43975",41,2491,"top",TRUE
2450,"half_2",43995,"left_foot","normal","regular_play","NULL","NULL",43,2491,"top",TRUE
2451,"half_2",43991,"right_foot","normal","penalty","NULL","NULL",49,2491,"top",FALSE
1883,"half_1",42690,"left_foot","normal","regular_play","NULL","NULL",5,2434,"top",TRUE
1884,"half_1",42690,"left_foot","normal","regular_play","NULL","NULL",24,2434,"top",TRUE
1885,"half_1",42690,"right_foot","normal","counter_attack","NULL","NULL",32,2434,"top",TRUE
1886,"half_1",42695,"left_foot","normal","regular_play","NULL","NULL",5,2434,"top",FALSE
1887,"half_2",42695,"left_foot","normal","regular_play","NULL","42707",42,2434,"top",TRUE
1888,"half_1",42689,"left_foot","normal","regular_play","NULL","NULL",14,2434,"top",TRUE
1889,"half_1",42689,"left_foot","normal","counter_attack","NULL","NULL",40,2434,"top",FALSE
1890,"half_2",42689,"left_foot","normal","regular_play","NULL","NULL",7,2434,"top",TRUE
1891,"half_2",42689,"head","normal","corner_kick","NULL","42713",12,2434,"top",TRUE
1892,"half_2",42689,"left_foot","normal","regular_play","NULL","NULL",24,2434,"top",TRUE
1893,"half_1",42712,"head","normal","indirect_free_kick","NULL","NULL",23,2435,"top",TRUE
1894,"half_1",42709,"right_foot","normal","regular_play","NULL","NULL",24,2435,"top",TRUE
1895,"half_1",42709,"head","normal","indirect_free_kick","NULL","NULL",45,2435,"top",TRUE
1896,"half_2",42709,"right_foot","normal","regular_play","NULL","42691",34,2435,"top",TRUE
1897,"half_1",42716,"head","normal","corner_kick","NULL","NULL",30,2435,"top",TRUE
1898,"half_1",42716,"head","normal","regular_play","NULL","NULL",33,2435,"top",TRUE
3369,"half_1",65576,"head","normal","corner_kick","NULL","NULL",8,3752,"top",TRUE
3370,"half_2",65576,"head","normal","corner_kick","NULL","NULL",13,3752,"top",TRUE
3371,"half_1",65577,"left_foot","normal","corner_kick","NULL","65593",8,3752,"top",TRUE
3372,"half_2",65577,"head","normal","direct_free_kick","NULL","NULL",32,3752,"top",TRUE
3373,"half_1",65586,"left_foot","normal","regular_play","NULL","NULL",19,3752,"top",TRUE
3374,"half_1",65588,"right_foot","normal","regular_play","NULL","65597",27,3752,"top",TRUE
3375,"half_1",65597,"right_foot","volley","corner_kick","NULL","NULL",46,3753,"top",FALSE
3376,"half_2",65597,"right_foot","normal","regular_play","NULL","NULL",49,3753,"top",FALSE
3377,"half_2",65603,"right_foot","normal","regular_play","NULL","NULL",1,3753,"top",TRUE
3378,"half_2",65594,"left_foot","normal","regular_play","NULL","NULL",9,3753,"top",TRUE
